# ID  glon  glat  vrad fe_h mg_fe o_fe 
2M17323510-2622149          0.63560   3.80882  152.073 -0.437  0.314  0.289 
2M17323527-3306572         -5.02394   0.13258   -7.026  0.123 -0.036  0.013 
2M17323562-2726503         -0.26868   3.22211  210.447  0.029  0.220  0.222 
2M17323577-3309373         -5.06025   0.10684 -251.049  0.270  0.086  0.072 
2M17323590-2613016          0.76659   3.88974    6.439 -0.215  0.109  0.050 
2M17323632-2739432         -0.44771   3.10315 -206.080 -0.485  0.340  0.276 
2M17323644-2307344          3.37530   5.56154  -36.389  0.168  0.087  0.054 
2M17323654-2726335         -0.26292   3.22181  -87.074  0.234  0.144  0.086 
2M17323695-1656090          8.64789   8.87329    2.148 -0.376  0.326  0.245 
2M17323698-2623269          0.62260   3.79204    1.120 -1.606  0.259  0.227 
2M17323787-2023013          5.70429   7.03218  -97.243 -0.838  0.349  0.256 
2M17323855-2335035          2.99236   5.30738   83.308 -0.105  0.030  0.078 
2M17323873-2059217          5.19124   6.70449   80.493 -0.748  0.241  0.240 
2M17323942-2414075          2.44419   4.95261   80.183 -0.596  0.263  0.275 
2M17323958-2416107          2.41564   4.93360 -158.601 -0.777  0.330  0.240 
2M17324005-2105283          5.10754   6.64547   14.704  0.123  0.030  0.018 
2M17324042-2018017          5.78045   7.06839 -121.253 -0.186  0.412  0.246 
2M17324056-2711060         -0.03821   3.34937 -179.529 -0.004  0.213  0.220 
2M17324070-3313323         -5.10556   0.05681   57.435 -0.054  0.216  0.217 
2M17324105-2954125         -2.32005   1.86800 -167.464 -0.764  0.394  0.287 
2M17324148-2650475          0.24831   3.53044  136.996 -0.294  0.204  0.243 
2M17324228-3322504         -5.23248  -0.03242  -52.062 -0.516  0.426  0.260 
2M17324237-2653262          0.21301   3.50372  -55.056 -0.364  0.334  0.253 
2M17324257-2301417          3.47091   5.59463 -181.813 -0.804  0.366  0.268 
2M17324342-2249490          3.64017   5.69867  -47.551 -0.060  0.181  0.225 
2M17324345-2406203          2.56207   5.00993   20.527 -0.371  0.331  0.289 
2M17324354-1723009          8.27791   8.61359  -52.278 -0.337  0.299  0.212 
2M17324368-2359183          2.66157   5.07255   48.754  0.325 -0.024  0.002 
2M17324400-2047441          5.36699   6.79115   92.861 -0.524  0.231  0.241 
2M17324436-2647303          0.30020   3.55122 -187.039 -0.204  0.249  0.250 
2M17324437-1649444          8.75547   8.90479    8.666 -0.955  0.265  0.258 
2M17324451-3327158         -5.29002  -0.07912  -33.452 -0.054  0.065  0.089 
2M17324557-2658582          0.14193   3.44363   68.248 -0.842  0.281  0.246 
2M17324563-2125316          4.83545   6.44764  174.421 -0.160  0.159  0.126 
2M17324675-1845216          7.11043   7.87284  108.867 -0.297  0.277  0.269 
2M17324707-2719401         -0.14515   3.25152  -62.648 -0.179  0.248  0.212 
2M17324712-2624023          0.63492   3.75492  -54.234 -0.585  0.331  0.285 
2M17324723-2731591         -0.31742   3.13946    2.650 -0.356  0.335  0.261 
2M17324726-2653397          0.21976   3.48642  -42.741 -0.122  0.007 -0.017 
2M17324786-2613483          0.77996   3.84516   34.945 -0.371  0.286  0.291 
2M17324790-2632228          0.51947   3.67703  207.746 -0.344  0.308  0.256 
2M17324820-2311512          3.33939   5.48512  -30.184 -0.663  0.325  0.273 
2M17324871-1758573          7.77585   8.27802   42.003  0.011  0.110  0.076 
2M17324898-2655313          0.19714   3.46422  109.123 -0.328  0.239  0.255 
2M17324899-2703056          0.09102   3.39563  -45.485  0.230  0.135  0.070 
2M17324965-2915453         -1.76528   2.19103  -35.558 -0.230  0.226  0.226 
2M17324991-3019162         -2.65301   1.61360  183.168 -0.569  0.381  0.281 
2M17324996-2858211         -1.52118   2.34799 -150.552 -0.491  0.321  0.263 
2M17325011-1634394          8.98366   9.01841   10.143 -0.663  0.275  0.255 
2M17325023-1743294          7.99975   8.40989   -8.502 -0.003  0.082  0.068 
2M17325094-2324515          3.16175   5.35935 -148.781 -0.335  0.188  0.236 
2M17325148-3321336         -5.19713  -0.04759   -2.670 -0.409  0.331  0.179 
2M17325252-2714274         -0.06115   3.28179  -81.162 -0.848  0.347  0.332 
2M17325261-2718360         -0.11902   3.24399  110.658  0.446  0.013  0.034 
2M17325281-2131085          4.77107   6.37390    4.776  0.394 -0.015 -0.034 
2M17325316-1710385          8.47527   8.69050   75.522  0.152  0.024  0.012 
2M17325367-1754213          7.85205   8.30211  -25.633 -0.018  0.067  0.077 
2M17325444-2743278         -0.46373   3.01313  -44.616  0.545  0.018 -0.020 
2M17325446-1905507          6.83530   7.66507  -96.805 -0.734  0.277  0.246 
2M17325481-2432023          2.22388   4.74202  109.451  0.042  0.071  0.168 
2M17325519-1627032          9.10343   9.06819   68.919 -0.209  0.261  0.235 
2M17325617-3318578         -5.15195  -0.03771   -7.072 -0.663  0.031 -0.041 
2M17325634-2718586         -0.11678   3.22897  -95.477 -0.373  0.318  0.243 
2M17325644-2723394         -0.18217   3.18629 -139.305  0.381  0.054  0.012 
2M17325671-3357059         -5.68373  -0.38579  -88.725  0.526  0.032  0.004 
2M17325732-3313058         -5.06780   0.01226  -16.041 -0.135  0.211  0.237 
2M17325750-3022454         -2.68688   1.55906 -222.352  0.014  0.040  0.016 
2M17325781-2641242          0.41298   3.56438   27.878 -0.416  0.328  0.287 
2M17325787-2734232         -0.32968   3.08470 -184.176  0.373  0.081  0.020 
2M17325820-2740312         -0.41497   3.02816 -162.238  0.460  0.084  0.026 
2M17325828-2647124          0.33254   3.51043  -41.842 -0.151 -0.062 -0.032 
2M17325858-2925386         -1.88596   2.07411 -121.307 -0.607  0.279  0.130 
2M17325860-2112253          5.04810   6.52246  -23.069 -0.897  0.404  0.537 
2M17325861-1910455          6.77421   7.60753   -6.646 -0.418  0.278  0.289 
2M17325969-2302462          3.49130   5.52969 -160.919 -0.395  0.240  0.258 
2M17330054-2708232          0.04012   3.31176   -3.460 -0.029  0.216  0.150 
2M17330058-2800330         -0.69079   2.83937  -19.951  0.221  0.087  0.070 
2M17330144-1915165          6.71598   7.55797   -3.646 -0.246  0.308  0.272 
2M17330145-1623337          9.16685   9.07772 -108.597 -0.375  0.288  0.241 
2M17330184-3340035         -5.43597  -0.24586 -113.861  0.168  0.079  0.026 
2M17330197-3346025         -5.51932  -0.30061    3.089  0.108  0.011  0.072 
2M17330322-2406570          2.59425   4.94115  -33.049 -0.636  0.333  0.273 
2M17330328-2312425          3.35860   5.42881   48.801 -0.737  0.319  0.271 
2M17330339-2625275          0.64799   3.69108  155.618 -0.291  0.308  0.277 
2M17330347-2749292         -0.53001   2.93065  -87.506 -0.560  0.356  0.290 
2M17330363-2426464          2.31611   4.76130   -4.591 -0.445  0.276  0.240 
2M17330384-2734313         -0.31958   3.06498   70.368  0.391  0.017  0.011 
2M17330404-2744111         -0.45458   2.97687  118.309 -0.573  0.245  0.224 
2M17330445-1908201          6.82104   7.60966  -19.169 -0.117  0.218  0.250 
2M17330497-2751411         -0.55781   2.90607   34.098 -0.364  0.278  0.212 
2M17330540-2648142          0.33249   3.47887  -26.406 -1.219  0.250  0.269 
2M17330610-2638083          0.47557   3.56798  -53.374 -0.786  0.340  0.320 
2M17330645-3352274         -5.60052  -0.37185  101.428  0.184 -0.003  0.017 
2M17330695-2302130          3.51420   5.51120    6.423 -0.943  0.286  0.249 
2M17330696-2852331         -1.40624   2.34857  115.338 -0.110  0.219  0.236 
2M17330742-2638205          0.47539   3.56200 -243.107 -0.547  0.298  0.248 
2M17330811-2645557          0.37036   3.49126   32.666  0.309 -0.003 -0.005 
2M17330827-3317153         -5.10511  -0.05750 -230.194  0.238  0.062  0.040 
2M17330847-2642416          0.41647   3.51939  -73.463  0.268  0.140  0.066 
2M17330961-1748457          7.96581   8.29806  -51.791 -0.187  0.229  0.210 
2M17331000-2417166          2.46285   4.82649  -40.009  0.064  0.198  0.163 
2M17331018-2925226         -1.85931   2.04121  -41.350 -0.830  0.366  0.270 
2M17331025-1648132          8.83251   8.83063   12.238  0.346 -0.056 -0.024 
2M17331075-2627448          0.63079   3.64735  122.409 -0.585  0.278  0.297 
2M17331203-2705447          0.10032   3.29986   60.511 -0.991  0.298  0.189 
2M17331258-2413240          2.52275   4.85316   17.119  0.194  0.097  0.064 
2M17331281-3352539         -5.59471  -0.39432 -119.319  0.121  0.059  0.049 
2M17331303-2634345          0.53960   3.57849 -153.245 -0.011  0.269  0.223 
2M17331348-3024363         -2.68146   1.49411 -198.753 -0.642  0.318  0.253 
2M17331385-3401091         -5.70812  -0.47224 -174.053 -0.158  0.156  0.161 
2M17331438-2743081         -0.41913   2.95436  -88.255  0.479  0.036 -0.014 
2M17331452-2621005          0.73301   3.69639  -54.537  0.422  0.031  0.011 
2M17331466-2409137          2.58577   4.88401  -12.992 -0.026  0.156  0.123 
2M17331605-2659101          0.20065   3.34679 -140.597 -0.607  0.347  0.313 
2M17331643-2507173          1.77251   4.35551   54.882  0.411  0.011 -0.007 
2M17331647-3315551         -5.07087  -0.06932  -50.412  0.104 -0.113  0.004 
2M17331662-2318080          3.30977   5.33706 -147.854 -1.048  0.300  0.331 
2M17331677-3332390         -5.30419  -0.22206  -24.717  0.171  0.009  0.015 
2M17331710-2349261          2.86955   5.05424   30.637  0.452  0.060  0.013 
2M17331788-2509206          1.74656   4.33240   42.572 -0.516  0.321  0.283 
2M17331876-1901156          6.95201   7.62480   10.942 -0.425  0.305  0.266 
2M17331972-2551380          1.15602   3.94520   10.752  0.508  0.005 -0.021 
2M17332049-3341236         -5.41940  -0.31221   -4.920  0.290  0.064  0.047 
2M17332106-2347301          2.90496   5.05891 -113.921 -1.001  0.282  0.333 
2M17332127-2752024         -0.53016   2.85247   14.129  0.467  0.047 -0.000 
2M17332216-2713334          0.01117   3.19769 -116.765 -0.697  0.343  0.313 
2M17332228-2920358         -1.76849   2.04764  -99.152 -0.800  0.272  0.270 
2M17332229-2742503         -0.39913   2.93255  -37.923  0.068  0.109  0.073 
2M17332247-2741178         -0.37716   2.94591  160.125 -0.035  0.046  0.014 
2M17332255-1707234          8.58447   8.61997  -89.271 -0.150  0.137  0.097 
2M17332273-2844017         -1.25559   2.37747   58.293  0.290 -0.034 -0.010 
2M17332277-2519468          1.60987   4.22281   92.318 -0.112  0.059  0.094 
2M17332295-2732256         -0.25184   3.02466 -131.716  0.191  0.095  0.026 
2M17332299-2702374          0.16619   3.29390  -48.535  0.211  0.034  0.018 
2M17332336-2735143         -0.29042   2.99794   86.346 -0.468  0.364  0.298 
2M17332477-2518275          1.63252   4.22840 -126.746  0.069  0.179  0.114 
2M17332547-3257006         -4.78942   0.07589 -184.159  0.288  0.078  0.027 
2M17332555-2314339          3.37857   5.34032   73.868 -0.531  0.290  0.282 
2M17332600-2721357         -0.09383   3.11310   22.608  0.024 -0.066 -0.016 
2M17332603-2648118          0.37473   3.41477   93.951 -0.483  0.167  0.165 
2M17332637-2643478          0.43717   3.45342   -5.394 -0.584  0.311  0.257 
2M17332680-2659080          0.22283   3.31358  -93.530 -0.781  0.345  0.302 
2M17332750-2650479          0.34119   3.38668  186.386  0.120  0.231  0.155 
2M17332759-3338306         -5.36568  -0.30673 -194.147 -0.070 -0.041  0.004 
2M17332774-2653533          0.29832   3.35801 -119.233 -0.810  0.353  0.273 
2M17332841-2714020          0.01708   3.17393   28.496  0.301  0.103  0.031 
2M17332859-2744237         -0.40831   2.89894 -134.780  0.038  0.160  0.224 
2M17332888-1854281          7.07008   7.65136  -73.280 -0.552  0.281  0.282 
2M17332906-2008589          6.01133   6.98841   42.683  0.305  0.030  0.020 
2M17332906-2746464         -0.44072   2.87597  -48.117  0.525  0.066 -0.009 
2M17332976-3858140         -9.83764  -3.20844   -2.888 -1.032  0.371  0.349 
2M17332977-1913318          6.80072   7.47919   86.281 -0.774  0.284  0.278 
2M17333059-1837059          7.32109   7.79967  210.954 -0.542  0.389  0.309 
2M17333089-3336025         -5.32494  -0.29395 -142.266  0.301  0.074  0.042 
2M17333111-1846539          7.18259   7.71105  -36.904 -0.600  0.344  0.255 
2M17333139-2505471          1.82425   4.32157   38.400  0.403  0.055  0.013 
2M17333141-2751326         -0.50287   2.82558   13.209  0.089  0.076  0.101 
2M17333174-2707378          0.11358   3.22139   69.962 -0.767  0.292  0.245 
2M17333191-3403217         -5.70507  -0.54460   49.226 -0.273  0.135  0.113 
2M17333215-1805191          7.77745   8.07589    7.415 -0.443  0.349  0.302 
2M17333237-2650249          0.35640   3.37492   94.808  0.124  0.045  0.058 
2M17333288-2325419          3.23674   5.21676   97.912  0.019  0.153  0.196 
2M17333297-2849407         -1.31439   2.29490  -30.162 -0.663  0.343  0.279 
2M17333310-2654374          0.29883   3.33464   -2.126 -0.135  0.184  0.180 
2M17333406-2412595          2.57269   4.78809   30.123 -0.769  0.248  0.235 
2M17333425-1947210          6.32944   7.16372  -66.358 -0.077  0.193  0.228 
2M17333457-2833356         -1.08587   2.43554 -123.307  0.173  0.063  0.043 
2M17333490-2629228          0.65676   3.55687  125.504 -0.099  0.217  0.245 
2M17333537-2416346          2.52490   4.75167   53.444 -0.158  0.129  0.124 
2M17333548-3329580         -5.23131  -0.25224  -78.226  0.311  0.106  0.033 
2M17333571-2659118          0.23991   3.28520   57.663 -0.563  0.282  0.286 
2M17333600-1842386          7.25355   7.73244  -91.415  0.098  0.066  0.039 
2M17333607-2756308         -0.56324   2.76622 -199.119 -0.289  0.280  0.243 
2M17333632-3316051         -5.03555  -0.12885  104.966  0.375  0.024  0.044 
2M17333672-2637391          0.54432   3.47653   19.552 -0.796  0.323  0.349 
2M17333689-2737090         -0.29012   2.93870  177.505 -0.280  0.307  0.255 
2M17333754-2639013          0.52676   3.46158  234.642 -1.117  0.340  0.270 
2M17333769-2122091          4.99226   6.30740  -25.242  0.385  0.036  0.013 
2M17333786-2738014         -0.30041   2.92780   90.008 -0.897  0.239  0.280 
2M17333793-2623509          0.74054   3.59728    2.624 -0.156  0.204  0.251 
2M17333886-2851560         -1.33429   2.25646 -257.562 -0.477  0.273  0.287 
2M17333924-3313081         -4.98879  -0.11064 -291.451  0.216  0.083  0.054 
2M17333933-2646595          0.41849   3.38407 -112.746 -0.073  0.163  0.132 
2M17333935-2420179          2.48067   4.70549   34.933  0.141  0.057  0.059 
2M17333961-2736503         -0.28030   2.93308  -24.354  0.342  0.077  0.027 
2M17333982-2249520          3.75665   5.51571  -84.302  0.065  0.069  0.048 
2M17333990-2404318          2.70391   4.84546   -5.387  0.315  0.051  0.029 
2M17333991-2606362          0.98677   3.74660 -110.830  0.153  0.068  0.053 
2M17334024-2705411          0.15800   3.21248 -106.345 -0.166  0.281  0.212 
2M17334046-2833221         -1.07102   2.41946  -31.899  0.487  0.013 -0.021 
2M17334082-2659126          0.25002   3.26911  -20.617  0.230  0.188  0.143 
2M17334146-2717124         -0.00121   3.10463 -179.630 -0.412  0.342  0.232 
2M17334175-1626309          9.21063   8.91491   42.968  0.406  0.010  0.007 
2M17334193-3312034         -4.96858  -0.10874  103.644  0.293  0.029  0.025 
2M17334253-1654573          8.80495   8.66203  -73.258 -0.069  0.210  0.220 
2M17334255-2649405          0.38732   3.34978  156.220  0.298  0.140  0.078 
2M17334269-1912548          6.83681   7.44165  -75.058 -0.142  0.247  0.253 
2M17334276-2123494          4.97920   6.27589   84.549 -0.569  0.292  0.251 
2M17334306-2332079          3.16706   5.12620 -171.928 -0.158  0.210  0.232 
2M17334366-1644275          8.95765   8.75061   23.645 -0.098  0.215  0.243 
2M17334370-3320262         -5.08245  -0.18986  -15.449  0.281  0.028  0.042 
2M17334402-1849001          7.17997   7.64928  -19.050 -0.304  0.309  0.274 
2M17334428-3910462         -9.98808  -3.36110 -228.227  0.120  0.130  0.045 
2M17334542-1657107          8.77928   8.63267   85.829 -0.739  0.324  0.273 
2M17334569-2741397         -0.33575   2.87065 -223.123  0.412  0.092  0.069 
2M17334589-3340169         -5.35596  -0.37603   61.251  0.034  0.095  0.047 
2M17334701-1953552          6.26299   7.06301   21.305 -0.453  0.351  0.273 
2M17334753-1905323          6.95199   7.49093  -46.655 -0.138  0.256  0.256 
2M17334786-2105266          5.25018   6.42318  -88.842  0.142  0.099  0.054 
2M17334833-2738570         -0.29244   2.88693  -76.723 -0.412  0.305  0.237 
2M17334840-2352457          2.88725   4.92388  119.760  0.179  0.058  0.071 
2M17334957-1756187          7.94297   8.09698  -78.603 -0.265  0.234  0.198 
2M17334995-2859133         -1.41443   2.15657 -129.730 -0.425  0.308  0.245 
2M17334996-2745412         -0.38366   2.82106  -41.613 -0.431  0.371  0.283 
2M17335024-1700557          8.73591   8.58331  -15.254 -0.415  0.311  0.267 
2M17335076-2657518          0.28893   3.25023  -91.149  0.033 -0.007 -0.011 
2M17335090-2251471          3.75256   5.46263   40.861 -0.445  0.220  0.254 
2M17335131-3344059         -5.39913  -0.42637  -55.471  0.085 -0.095 -0.025 
2M17335181-2632337          0.64628   3.47517  -80.483 -0.505  0.175  0.147 
2M17335186-2031016          5.74646   6.71679   52.582 -0.956  0.378  0.318 
2M17335196-3322583         -5.10230  -0.23695 -178.882  0.368  0.104  0.020 
2M17335232-2715494          0.04001   3.08334 -150.583 -0.604  0.381  0.298 
2M17335300-2710368          0.11449   3.12820 -145.000  0.279  0.104  0.023 
2M17335318-2850414         -1.28852   2.22381  116.454 -0.837  0.290  0.232 
2M17335332-1807289          7.79152   7.98566   -3.508 -0.476  0.263  0.221 
