# ID  glon  glat  vrad fe_h mg_fe o_fe 
2M18042458-2616241          4.40058  -2.24831  -11.964 -0.352  0.240  0.230 
2M18042489-2509083          5.37913  -1.70024   65.310 -0.693  0.164  0.210 
2M18042489-2457499          5.54345  -1.60791  271.180 -1.096  0.253  0.081 
2M18042493-2040294          9.28142   0.49599  175.911  0.321  0.180  0.028 
2M18042574-2906528          1.92030  -3.64035  207.478 -0.987  0.345  0.260 
2M18042578-2526238          5.12989  -1.84411   37.827  0.347  0.090  0.014 
2M18042646-3505226         -3.32712  -6.53642  -79.938 -0.215  0.273  0.211 
2M18042668-2546096          4.84421  -2.00837  128.967 -0.294  0.162  0.152 
2M18042731-2915429          1.79426  -3.71712   54.958 -0.095  0.254  0.216 
2M18042762-2024573          9.51218   0.61386  -64.787  0.249  0.104  0.065 
2M18042805-2441551          5.78056  -1.48832  -39.577 -0.479  0.263  0.236 
2M18042809-2452554          5.62072  -1.57834   40.465 -0.433  0.219  0.236 
2M18042814-3659515         -5.01204  -7.45505  -98.438 -0.602  0.357  0.285 
2M18042828-2936368          1.49114  -3.88989 -171.953 -0.340  0.321  0.234 
2M18042829-2452325          5.62662  -1.57589  239.166 -0.630  0.379  0.280 
2M18042866-2609387          4.50633  -2.20649  -49.722  0.344  0.090  0.042 
2M18042902-2538189          4.96258  -1.95202  228.627  0.214  0.131  0.135 
2M18042938-3046288          0.47299  -4.45983  200.752 -0.186  0.303  0.234 
2M18042945-2932491          1.54857  -3.86279  211.754 -0.230  0.111  0.072 
2M18042963-2526389          5.13334  -1.85878   38.896 -0.066  0.211  0.246 
2M18042965-2450041          5.66510  -1.56018   26.649 -0.213  0.049  0.069 
2M18042977-2532029          5.05509  -1.90332  -57.854  0.009  0.206  0.182 
2M18043040-3727481         -5.42140  -7.68367   17.073  0.264  0.141  0.085 
2M18043054-2456122          5.57758  -1.61320    5.184  0.394  0.050  0.007 
2M18043055-3104493          0.20695  -4.61196   21.137 -0.637  0.365  0.257 
2M18043055-2041037          9.28386   0.47220   77.410 -0.524  0.345  0.318 
2M18043069-2946168          1.35434  -3.97596 -102.912 -0.260  0.287  0.209 
2M18043078-3718074         -5.27772  -7.60793  -64.380  0.063  0.298  0.169 
2M18043087-2617256          4.39719  -2.27717   97.050 -0.527  0.295  0.230 
2M18043096-2535032          5.01359  -1.93175   -7.509  0.401  0.038 -0.006 
2M18043098-2956553          1.19954  -4.06323  -58.411 -0.148  0.329  0.217 
2M18043102-3326238         -1.86535  -5.75579   58.308  0.403 -0.004  0.026 
2M18043113-2504322          5.45755  -1.68319   51.348 -0.153  0.256  0.219 
2M18043203-2115068          8.79212   0.18882   30.275 -0.045  0.011  0.030 
2M18043217-2904531          1.96083  -3.64458  115.814  0.374  0.027  0.010 
2M18043234-3121541         -0.03964  -4.75568   80.946 -0.413  0.247  0.228 
2M18043238-3110408          0.12452  -4.66508 -133.170  0.055  0.164  0.087 
2M18043269-2121511          8.69550   0.13147  -31.234 -0.108  0.003  0.038 
2M18043324-2502578          5.48431  -1.67729    0.801 -0.293  0.302  0.269 
2M18043405-2024014          9.53803   0.59958  -80.271  0.334  0.038 -0.021 
2M18043418-3101454          0.25808  -4.59850   93.237 -0.259  0.229  0.226 
2M18043451-2528299          5.11544  -1.88988  152.129 -0.566  0.320  0.268 
2M18043469-2627186          4.26038  -2.37020  245.258  0.043  0.191  0.174 
2M18043514-2451416          5.65167  -1.59154  -18.269 -0.909  0.223  0.178 
2M18043532-2932223          1.56547  -3.87774  -29.302  0.412  0.025 -0.001 
2M18043665-2447459          5.71155  -1.56444  183.085 -0.118  0.215  0.256 
2M18043740-2944177          1.39514  -3.98108   24.162  0.421 -0.011  0.037 
2M18043765-2538339          4.97483  -1.98231 -220.540 -0.733  0.326  0.267 
2M18043769-3729163         -5.43157  -7.71654 -101.799  0.028  0.254  0.147 
2M18043794-3101001          0.27566  -4.60412   60.359 -0.753  0.373  0.291 
2M18043801-2040378          9.30440   0.45039  205.944 -0.008  0.052  0.066 
2M18043811-2456504          5.58233  -1.64333  -88.745 -0.127  0.019 -0.056 
2M18043819-2910058          1.89553  -3.70604 -139.448  0.014  0.258  0.201 
2M18043845-2916419          1.79968  -3.76046   -0.582 -0.412  0.293  0.312 
2M18043849-2600117          4.66181  -2.16149  119.280  0.406 -0.044  0.001 
2M18043879-2612096          4.48829  -2.26001  -96.150  0.081  0.189  0.148 
2M18043887-2910396          1.88850  -3.71279  -25.199 -0.442  0.394  0.314 
2M18043894-2937073          1.50257  -3.92776   65.457 -0.271  0.224  0.200 
2M18043926-3446074         -3.02273  -6.42060  -23.596 -1.076  0.359  0.337 
2M18043933-2954005          1.25678  -4.06595 -183.666  0.321  0.062  0.023 
2M18043959-3050417          0.42920  -4.52591 -234.446  0.004  0.212  0.234 
2M18044017-2454353          5.61889  -1.63176   -2.040 -0.303  0.210  0.280 
2M18044021-3631505         -4.57892  -7.26752  -42.894 -0.896  0.351  0.321 
2M18044059-2043022          9.27437   0.42198  -69.168 -0.171  0.223  0.225 
2M18044153-3655540         -4.93211  -7.46276    0.068 -0.438  0.308  0.231 
2M18044157-2851505          2.16777  -3.56857  -17.786  0.544  0.034 -0.004 
2M18044167-2516265          5.30395  -1.81503   -5.061 -0.056  0.238  0.235 
2M18044188-3639519         -4.69471  -7.33628  -11.641 -0.301  0.211  0.206 
2M18044198-2538058          4.98961  -1.99267  224.776  0.092  0.120  0.086 
2M18044199-3638581         -4.68129  -7.32945 -117.029 -0.059  0.005  0.010 
2M18044237-3500519         -3.23450  -6.54792  -91.617 -0.409  0.332  0.272 
2M18044246-2506186          5.45270  -1.73494   48.778  0.026  0.060  0.072 
2M18044248-3110365          0.14308  -4.69597   78.700  0.006  0.200  0.222 
2M18044284-2955327          1.24054  -4.08948  -10.009 -0.106  0.209  0.246 
2M18044308-2911194          1.88632  -3.73154   12.411 -0.554  0.388  0.307 
2M18044336-3106340          0.20371  -4.66604 -169.729  0.083  0.034  0.039 
2M18044340-3046073          0.50268  -4.50079  -70.249 -0.111  0.217  0.185 
2M18044342-2021487          9.58810   0.58578 -120.616 -0.507  0.321  0.247 
2M18044372-3645537         -4.78080  -7.38963   42.128  0.164  0.034  0.038 
2M18044378-3105304          0.21994  -4.65879   98.527 -0.433  0.195  0.150 
2M18044396-3054069          0.38681  -4.56721 -301.137 -1.119  0.133  0.239 
2M18044481-3044209          0.53105  -4.49088 -230.152 -0.516  0.306  0.258 
2M18044534-3130354         -0.14424  -4.86635 -120.455 -0.232  0.275  0.202 
2M18044569-3107354          0.19281  -4.68159  133.364 -0.464  0.287  0.280 
2M18044602-3719392         -5.27608  -7.66446   39.511 -0.179  0.332  0.261 
2M18044606-2446192          5.75000  -1.58369  146.655 -0.428  0.136  0.155 
2M18044644-2600428          4.66883  -2.19167   47.328  0.365  0.100  0.029 
2M18044669-3002152          1.14934  -4.15597  164.805 -0.362  0.372  0.297 
2M18044678-2910104          1.90967  -3.73396  -96.445  0.373  0.067  0.004 
2M18044684-2504414          5.48436  -1.73613  -91.807 -0.066  0.073  0.069 
2M18044688-2547330          4.86111  -2.08580  -71.474  0.136  0.176  0.242 
2M18044697-3735550         -5.51517  -7.79619   80.113  0.152  0.158  0.108 
2M18044716-3315506         -1.68328  -5.72013   -4.928 -0.210  0.176  0.168 
2M18044755-2919179          1.77789  -3.81047  110.531  0.227  0.058  0.024 
2M18044755-2556053          4.73814  -2.15763   10.324  0.444  0.021 -0.019 
2M18044798-3703142         -5.03022  -7.53989 -134.770 -0.232  0.359  0.198 
2M18044801-2503589          5.49683  -1.73421   26.916 -0.476  0.009 -0.033 
2M18044822-2450311          5.69297  -1.62506  -15.741 -0.589  0.233  0.246 
2M18044849-3727448         -5.39187  -7.73584 -116.073 -0.832  0.356  0.243 
2M18044898-2946491          1.37876  -4.03813   60.760 -0.169  0.248  0.173 
2M18044910-2505452          5.47307  -1.75226   92.022 -0.194  0.032  0.004 
2M18044912-2600045          4.68302  -2.19525  -74.368 -0.888  0.373  0.315 
2M18044917-2915137          1.84015  -3.78258  205.174  0.454  0.184  0.055 
2M18044935-2542063          4.94487  -2.04951  192.479  0.004  0.198  0.243 
2M18044957-2512420          5.37291  -1.81045   93.152 -0.653  0.294  0.265 
2M18044959-2531597          5.09235  -1.96788  -18.334  0.312  0.074  0.017 
2M18045058-2906162          1.97336  -3.71438  -33.584 -0.011  0.160  0.105 
2M18045061-2544261          4.91329  -2.07264    9.055 -0.137  0.181  0.139 
2M18045093-3257488         -1.41239  -5.58666 -124.564  0.286  0.103  0.042 
2M18045135-2903580          2.00831  -3.69813 -142.580 -0.246  0.290  0.240 
2M18045143-2920591          1.76015  -3.83644  -21.962 -0.220  0.214  0.180 
2M18045146-2016072          9.68619   0.60488  -31.923 -0.011  0.134  0.096 
2M18045193-2417099          6.18474  -1.36517   60.736  0.080  0.119  0.223 
2M18045212-2534083          5.06582  -1.99364   72.403 -0.124  0.180  0.158 
2M18045270-2453226          5.65969  -1.66315  -17.257 -0.057  0.124  0.141 
2M18045277-2901240          2.04829  -3.68182  -30.856  0.240  0.089  0.062 
2M18045326-2015586          9.69173   0.59991  -34.104 -0.392  0.113  0.091 
2M18045330-2947154          1.37996  -4.05534  133.216 -0.718  0.222  0.215 
2M18045358-2526435          5.17635  -1.93798  -80.693  0.320  0.069  0.035 
2M18045367-3656011         -4.91441  -7.49923  -38.460  0.093  0.057  0.020 
2M18045370-2528199          5.15319  -1.95146 -190.099 -0.570  0.266  0.218 
2M18045395-2510193          5.41559  -1.80545  -69.273 -0.474  0.378  0.286 
2M18045439-2916283          1.83125  -3.80924  254.115 -0.033  0.212  0.245 
2M18045478-2039128          9.35702   0.40498  159.350  0.189  0.064  0.038 
2M18045483-2600550          4.68122  -2.22074  102.973  0.364  0.093  0.044 
2M18045568-2953471          1.28884  -4.11574   80.495 -0.350  0.221  0.212 
2M18045582-2850351          2.21146  -3.60378  209.684 -0.307  0.344  0.318 
2M18045620-2925478          1.69836  -3.89060   11.801 -0.486  0.336  0.257 
2M18045642-2854480          2.15106  -3.63990   55.429 -0.559  0.375  0.316 
2M18045643-2930165          1.63340  -3.92763  124.578 -0.506  0.208  0.214 
2M18045693-3736356         -5.50941  -7.83046  -92.477 -0.373  0.296  0.238 
2M18045706-2953256          1.29647  -4.11717 -107.606 -0.519  0.291  0.219 
2M18045723-3733304         -5.46323  -7.80690 -144.822 -0.395  0.266  0.197 
2M18045741-2529474          5.13882  -1.97553  -78.793 -0.121  0.116  0.095 
2M18045744-2459488          5.57487  -1.73127   -8.115  0.388  0.047  0.009 
2M18045758-2847071          2.26517  -3.58126   59.470  0.014  0.089  0.099 
2M18045759-2932413          1.60022  -3.95085   -3.715 -0.156  0.206  0.171 
2M18045794-2534070          5.07686  -2.01255   85.025 -0.267  0.245  0.214 
2M18045824-2034154          9.43564   0.43371  166.403  0.289  0.093  0.054 
2M18045826-2459194          5.58351  -1.72995  -68.639 -0.221  0.245  0.236 
2M18045840-2644495          4.04867  -2.58992   88.690  0.260  0.001  0.020 
2M18045848-2854040          2.16541  -3.64051  136.781 -0.438  0.247  0.288 
2M18045874-2614268          4.49150  -2.34370  153.886 -0.283  0.328  0.217 
2M18045883-2538201          5.01712  -2.04984 -157.941  0.397  0.052  0.014 
2M18045884-2516108          5.33941  -1.86931   93.355 -0.299  0.186  0.140 
2M18045888-3022552          0.86881  -4.36164   18.354  0.391  0.043 -0.002 
2M18045894-3041592          0.59020  -4.51602  -10.425 -0.322  0.262  0.266 
2M18045921-2849070          2.23892  -3.60267  -65.931 -0.682  0.353  0.266 
2M18045955-2552200          4.81479  -2.16625 -137.581 -0.906  0.351  0.256 
2M18045964-2546395          4.89753  -2.12031  -64.280  0.173  0.170  0.067 
2M18050078-3054512          0.40527  -4.62576 -107.563 -0.451  0.349  0.247 
2M18050080-2944511          1.42829  -4.05957 -130.253  0.062  0.230  0.095 
2M18050080-3445163         -2.97459  -6.47848    2.395  0.520  0.051  0.005 
2M18050147-2455119          5.64944  -1.70691  130.527 -0.643  0.339  0.287 
2M18050168-2036515          9.40442   0.40077 -102.085  0.376  0.119  0.025 
2M18050190-2602477          4.66687  -2.25915    0.005  0.040  0.216  0.196 
2M18050192-2939144          1.51223  -4.01764    4.973  0.205  0.114  0.088 
2M18050204-2932486          1.60630  -3.96593   -0.093  0.437  0.062  0.044 
2M18050205-2905514          1.99974  -3.74751   20.529 -0.765  0.217  0.106 
2M18050219-2517040          5.33270  -1.88752  185.492 -0.123  0.219  0.260 
2M18050233-2046392          9.26334   0.31859   30.311  0.265  0.004  0.032 
2M18050241-2551262          4.83306  -2.16828  -81.221  0.356  0.052  0.018 
2M18050246-3747288         -5.66187  -7.93266 -108.513  0.244  0.114  0.042 
2M18050251-2016010          9.70887   0.56807   26.892  0.414  0.039  0.035 
2M18050297-2844024          2.31968  -3.57350  115.041 -0.169  0.182  0.170 
2M18050311-3653031         -4.85546  -7.50332   71.755 -0.079  0.004  0.018 
2M18050381-3631106         -4.53108  -7.33168  -47.482  0.075  0.028  0.025 
2M18050398-2545291          4.92256  -2.12493 -156.104  0.229  0.025  0.034 
2M18050422-2920098          1.79479  -3.87037  -72.272  0.375  0.016  0.017 
2M18050452-3249149         -1.26373  -5.55940   46.901 -1.134  0.325  0.248 
2M18050486-2606231          4.62003  -2.29802   70.151  0.487  0.083  0.003 
2M18050490-2519112          5.30685  -1.91371  -18.075  0.002  0.192  0.116 
2M18050503-2554590          4.78625  -2.20574  119.585 -0.340  0.275  0.220 
2M18050523-2603242          4.66411  -2.27498  -82.217  0.259  0.066  0.024 
2M18050545-2553403          4.80612  -2.19644   66.108 -0.710  0.317  0.287 
2M18050558-2115441          8.84694   0.07017  -90.090 -0.261  0.237  0.270 
2M18050558-2557217          4.75267  -2.22691   67.823  0.256  0.142  0.074 
2M18050583-2940562          1.49433  -4.04377  -33.674 -0.585  0.321  0.278 
2M18050589-3629500         -4.50791  -7.32711  -29.317 -0.597  0.333  0.269 
2M18050604-2033419          9.45868   0.41172   13.961 -0.114  0.096  0.078 
2M18050675-2513245          5.39432  -1.87270    6.072  0.050  0.173  0.139 
2M18050700-2915378          1.86588  -3.84245  248.455 -0.246  0.297  0.141 
2M18050714-2904140          2.03247  -3.75055   66.658 -0.777  0.311  0.228 
2M18050719-2609287          4.57927  -2.33084  115.937 -0.403  0.240  0.240 
2M18050720-2954205          1.30095  -4.15661   32.812  0.051  0.196  0.152 
2M18050745-2555558          4.77691  -2.22136  -37.338  0.428  0.025  0.023 
2M18050770-3703377         -5.00450  -7.60068  -74.802  0.120  0.136  0.082 
2M18050775-2526472          5.20154  -1.98498 -111.167  0.092  0.205  0.117 
2M18050848-2025502          9.57758   0.46760  158.768 -0.236  0.252  0.183 
2M18050885-1959504          9.95608   0.67847 -109.749 -1.043  0.283  0.252 
2M18050913-2932384          1.62132  -3.98702  174.006 -0.590  0.284  0.258 
2M18050931-2944291          1.44863  -4.08349  138.546 -0.542  0.321  0.278 
2M18050948-2520511          5.29105  -1.94232   33.794 -0.559  0.250  0.231 
2M18050954-2504155          5.53256  -1.80735 -132.577  0.152  0.059  0.038 
2M18050958-2534323          5.09213  -2.05414  -73.290 -0.462  0.344  0.294 
2M18050978-2517271          5.34108  -1.91560   24.007 -1.176  0.333  0.252 
2M18051035-2934551          1.59021  -4.00934   39.747  0.403  0.068  0.010 
2M18051040-2012326          9.77444   0.56951  127.822 -0.019  0.217  0.191 
2M18051152-2901529          2.07455  -3.74541 -115.272 -0.701  0.395  0.298 
2M18051164-2523580          5.24972  -1.97479   63.614 -0.805  0.296  0.303 
2M18051206-2949513          1.37504  -4.13567  172.718  0.458  0.064  0.045 
2M18051218-2938449          1.53749  -4.04611   72.503  0.148 -0.010  0.022 
2M18051279-2907267          1.99564  -3.79455  194.689 -0.297  0.292  0.236 
2M18051356-2550180          4.87005  -2.19552  123.595 -0.440  0.267  0.237 
2M18051374-2543306          4.96921  -2.14082   21.025  0.341  0.021 -0.001 
2M18051400-2440240          5.88782  -1.62762  -63.077 -0.345  0.253  0.235 
2M18051419-3705156         -5.01828  -7.63259   10.008  0.475  0.070  0.021 
2M18051434-3005227          1.15224  -4.26841 -105.909  0.202  0.025  0.042 
2M18051449-2455302          5.66908  -1.75231   99.932  0.403 -0.044  0.060 
2M18051470-2026374          9.57805   0.43998  187.059 -0.579  0.345  0.255 
2M18051482-2517180          5.35256  -1.93093  133.960  0.186  0.020  0.044 
2M18051483-2555133          4.80075  -2.23975  101.241  0.385  0.032  0.044 
2M18051490-2018045          9.70267   0.50905  178.128  0.336  0.026  0.031 
2M18051509-2526238          5.22072  -2.00592  -65.312  0.400  0.048  0.023 
2M18051521-2617384          4.47509  -2.42340    5.866  0.448  0.021 -0.004 
2M18051579-3739514         -5.52791  -7.91106   -0.530 -0.877  0.366  0.379 
2M18051589-3021235          0.92091  -4.40276  161.410 -1.001  0.237  0.267 
2M18051593-2525279          5.23581  -2.00109  147.835  0.348 -0.092  0.025 
2M18051600-2447466          5.78426  -1.69433  185.779  0.064  0.171  0.158 
2M18051642-3656547         -4.89125  -7.57293   67.144 -0.335  0.279  0.251 
2M18051748-2959146          1.24741  -4.22870   51.265  0.257  0.066  0.047 
2M18051762-2542078          4.99642  -2.14231 -104.228  0.192  0.060  0.055 
2M18051763-2556458          4.78343  -2.26144   61.754  0.289  0.029  0.021 
2M18051794-2551387          4.85851  -2.22080  142.572  0.484  0.070  0.009 
2M18051797-3705430         -5.01903  -7.64724  -63.718  0.025  0.116  0.084 
2M18051808-2916024          1.87952  -3.88096   -3.812  0.154  0.228  0.159 
2M18051827-2039219          9.39968   0.32390  188.368 -0.030  0.197  0.099 
2M18051832-2455202          5.67856  -1.76358   50.500  0.028  0.191  0.169 
2M18051837-2857394          2.14839  -3.73299   12.224 -0.204  0.284  0.241 
2M18051857-3112119          0.18235  -4.82134 -131.505  0.288  0.120  0.053 
2M18051894-2922432          1.78351  -3.93778  -22.311 -0.034  0.183  0.215 
2M18051907-3715058         -5.15609  -7.72476 -135.290 -0.603  0.349  0.310 
2M18051942-2914562          1.89799  -3.87632  -30.062 -0.965  0.261  0.243 
2M18051975-2911579          1.94196  -3.85328  186.018  0.381  0.102  0.063 
2M18051997-2923441          1.77051  -3.94927  -29.301  0.219  0.076  0.050 
2M18052019-3057580          0.39343  -4.71159  142.707  0.457  0.018  0.024 
2M18052040-2453599          5.70187  -1.75953  132.058  0.285  0.066  0.036 
2M18052058-2541540          5.00519  -2.15012 -120.284 -0.552 -0.117 -0.123 
2M18052059-2548270          4.90988  -2.20348  -76.889  0.264  0.077  0.044 
2M18052083-2439521          5.90822  -1.64586  -19.483 -0.574  0.313  0.269 
2M18052118-2950185          1.38447  -4.16814  -19.604 -0.081  0.029  0.033 
2M18052126-2939117          1.54696  -4.07849   33.314 -0.474  0.277  0.242 
2M18052151-2047087          9.29278   0.24943   -3.946 -0.801  0.297  0.213 
2M18052159-2452404          5.72334  -1.75267   79.679 -0.056  0.174  0.199 
2M18052189-2949283          1.39793  -4.16361 -139.769 -0.727  0.406  0.300 
2M18052189-3645163         -4.71035  -7.49671  -91.001  0.183  0.077  0.049 
2M18052212-2538395          5.05518  -2.12879 -169.322  0.212  0.092  0.041 
2M18052218-2541536          5.00822  -2.15531   -2.732  0.460  0.052  0.003 
2M18052227-3647465         -4.74679  -7.51767  -79.954 -0.466  0.382  0.261 
2M18052275-3634582         -4.55668  -7.41753  -88.296 -0.047  0.213  0.193 
2M18052291-2456329          5.66940  -1.78857    1.552 -1.128  0.330  0.329 
2M18052315-2931440          1.65931  -4.02411  -74.307 -0.121  0.217  0.246 
2M18052320-2847573          2.29857  -3.66980  -20.105  0.431  0.024 -0.013 
2M18052365-3716050         -5.16341  -7.74593   12.413 -0.581  0.351  0.282 
2M18052376-2549564          4.89398  -2.22597   39.827 -0.081  0.044  0.053 
2M18052388-2953056          1.34853  -4.19918   -4.774 -1.557  0.324  0.331 
2M18052391-2028067          9.57399   0.39648   68.922  0.029  0.040  0.048 
2M18052430-2942282          1.50450  -4.11461  -92.871  0.129  0.120  0.074 
2M18052443-3722219         -5.25518  -7.79788 -120.305  0.201  0.058  0.034 
2M18052448-2545556          4.95372  -2.19567   -2.717  0.072 -0.011  0.021 
2M18052498-2532437          5.14675  -2.08990   90.508 -0.234  0.187  0.258 
2M18052528-3641523         -4.65466  -7.47970   50.870  0.292  0.005  0.011 
2M18052539-2547242          4.93390  -2.21068  -11.592  0.268  0.089  0.046 
2M18052561-2529210          5.19706  -2.06449   12.166 -0.609  0.354  0.311 
2M18052585-2952212          1.36278  -4.19943   47.390 -0.633  0.355  0.297 
2M18052596-3718524         -5.20107  -7.77473    7.964 -0.210  0.274  0.223 
2M18052600-2609041          4.61961  -2.38890  -51.710  0.200  0.080  0.059 
2M18052656-2459197          5.63572  -1.82324    5.232  0.137  0.157  0.103 
2M18052681-2525090          5.26042  -2.03425    6.666  0.274  0.053  0.030 
2M18052700-3716029         -5.15759  -7.75542  -10.001 -0.759  0.413  0.323 
2M18052766-2038407          9.42755   0.29758 -100.616  0.265  0.004 -0.007 
2M18052825-2944528          1.47623  -4.14661 -242.834 -0.193  0.245  0.275 
2M18052850-2551358          4.87856  -2.25496 -146.000 -0.140  0.234  0.193 
2M18052864-3635313         -4.55538  -7.43924    5.602  0.011  0.211  0.246 
2M18052881-2926030          1.75229  -3.99607  135.525  0.478  0.055 -0.007 
2M18052881-2936483          1.59519  -4.08309 -109.387 -1.173  0.310  0.210 
2M18052953-2606569          4.65692  -2.38319 -104.616  0.458  0.020 -0.004 
2M18052961-2550253          4.89769  -2.24905   75.422 -0.305  0.148  0.202 
2M18052964-2431479          6.04192  -1.60924  178.855 -0.477  0.249  0.249 
2M18053011-2600167          4.75511  -2.33083   -2.466  0.545  0.016 -0.001 
2M18053026-2935041          1.62313  -4.07361   24.372 -0.929  0.347  0.460 
2M18053118-2949424          1.41083  -4.19489 -141.213 -0.210  0.204  0.201 
2M18053129-3731202         -5.37719  -7.88878  -36.065 -0.121  0.168  0.181 
2M18053180-2447026          5.82415  -1.74052  107.860  0.032  0.024  0.074 
2M18053188-2518281          5.36697  -1.99653  124.559  0.042  0.053  0.069 
2M18053191-3651483         -4.79097  -7.57789  -96.146 -0.002  0.060  0.054 
2M18053216-3748446         -5.63381  -8.02873  -97.280 -0.240  0.254  0.215 
2M18053244-2517565          5.37569  -1.99409  140.445 -0.198  0.226  0.252 
2M18053282-3044041          0.61875  -4.63901   47.140  0.359  0.048 -0.010 
2M18053288-2923148          1.80043  -3.98631  -36.217  0.094  0.178  0.149 
2M18053301-2923340          1.79599  -3.98932 -128.251  0.085  0.114  0.058 
2M18053312-2022064          9.67890   0.41409  209.477  0.148  0.084  0.071 
2M18053315-2501506          5.61128  -1.86543   64.867  0.372  0.060  0.012 
2M18053341-2507594          5.52231  -1.91631  -94.567 -0.164  0.272  0.192 
2M18053348-2049116          9.28579   0.19206  -12.708 -0.273  0.318  0.238 
2M18053391-2505274          5.56008  -1.89732  224.514  0.432  0.133  0.012 
2M18053433-2932585          1.66089  -4.06960   21.427  0.416  0.052  0.036 
2M18053449-2512346          5.45753  -1.95717  167.426  0.138  0.143  0.118 
2M18053475-2945059          1.48446  -4.16893   78.933 -0.048  0.179  0.229 
2M18053502-2526125          5.26010  -2.06983   80.046 -0.186  0.029  0.021 
2M18053545-2909254          2.00688  -3.88265   17.264 -0.225  0.313  0.247 
2M18053554-2623131          4.43093  -2.53503  -58.973 -0.194  0.210  0.240 
2M18053588-2945477          1.47628  -4.17813  -53.169  0.498  0.041  0.066 
2M18053590-2450403          5.77891  -1.78357  214.772  0.139  0.168  0.233 
2M18053598-2846341          2.34155  -3.69935   -3.454 -0.021  0.202  0.238 
2M18053606-2934087          1.64684  -4.08452   55.930 -0.323  0.248  0.246 
2M18053630-2545061          4.98740  -2.22767 -140.467  0.386  0.071  0.026 
2M18053631-2025539          9.62987   0.37231   77.420 -0.219  0.043  0.077 
2M18053674-3704292         -4.97092  -7.69243  -99.953 -0.114  0.261  0.222 
2M18053706-3710321         -5.05996  -7.74120   59.397 -1.524  0.474  0.272 
2M18053710-2925328          1.77430  -4.01832   93.963  0.323 -0.004  0.005 
2M18053714-2930081          1.70732  -4.05554  -71.420 -0.711  0.364  0.299 
2M18053819-2956332          1.32308  -4.27237  -30.454 -0.044  0.186  0.125 
2M18053820-2501173          5.62867  -1.87755 -115.393  0.192  0.095  0.050 
2M18053876-2028364          9.59517   0.34191  -39.266 -0.735  0.294  0.208 
2M18053897-2517466          5.39010  -2.01422   56.264  0.225  0.053  0.040 
2M18053899-2517214          5.39625  -2.01087  313.110 -0.323  0.268  0.231 
2M18054048-2455267          5.71791  -1.83751   17.097 -0.343  0.254  0.264 
2M18054066-3647039         -4.70686  -7.56603  -29.462 -0.053  0.208  0.246 
2M18054072-2044461          9.36392   0.20351   47.878 -0.940  0.280  0.192 
2M18054077-2503080          5.60655  -1.90104  101.052  0.318 -0.055 -0.014 
2M18054114-3715102         -5.12212  -7.78974 -135.135 -0.606  0.366  0.299 
2M18054210-2443019          5.90153  -1.74187  -38.450 -0.581  0.341  0.288 
2M18054221-3636197         -4.54554  -7.48556   21.897 -0.450  0.313  0.258 
2M18054244-2615427          4.55285  -2.49653  -83.636  0.361  0.076  0.005 
2M18054297-2906416          2.06008  -3.88449 -140.301  0.370  0.045 -0.001 
2M18054361-3627192         -4.41009  -7.41832  -25.517  0.564  0.056 -0.002 
2M18054390-2420052          6.23876  -1.56111   80.984  0.411 -0.014  0.002 
2M18054391-2508060          5.54003  -1.95176  -81.405  0.039  0.172  0.100 
2M18054446-2458080          5.68614  -1.87253  136.035 -1.200  0.304  0.215 
2M18054449-3629077         -4.43541  -7.43522 -150.785  0.232  0.079  0.034 
2M18054458-3656181         -4.83728  -7.65063 -138.085 -0.033  0.152  0.088 
2M18054533-3734087         -5.39664  -7.95179  -89.591 -0.057  0.155  0.124 
2M18054541-2622353          4.45810  -2.56209    2.401 -0.070  0.134  0.121 
2M18054579-3717571         -5.15595  -7.82530 -238.687 -1.215  0.254  0.244 
2M18054609-2525250          5.29196  -2.09974  202.433 -0.001 -0.016  0.009 
2M18054666-3731491         -5.36005  -7.93732    5.090 -0.419  0.268  0.241 
2M18054728-2954004          1.37627  -4.28051  115.220 -0.343  0.203  0.214 
2M18054742-2528480          5.24515  -2.13161  142.016 -0.247  0.288  0.265 
2M18054758-2534463          5.15849  -2.18068 -148.690  0.300  0.028  0.056 
2M18054775-2437572          5.98590  -1.71922  163.168 -0.234  0.244  0.260 
2M18054785-3743380         -5.53334  -8.03395    0.970  0.050  0.218  0.201 
2M18054817-2613436          4.59222  -2.49913  -13.536  0.344  0.087  0.018 
2M18054878-3722470         -5.22279  -7.87218    0.459  0.003  0.112  0.129 
2M18054892-2454377          5.74536  -1.85872  -37.745 -0.350  0.227  0.143 
2M18054914-2948199          1.46249  -4.24055  169.662  0.045  0.195  0.143 
2M18054935-2923468          1.82173  -4.04289 -130.147  0.063  0.007 -0.012 
2M18054937-2551113          4.92271  -2.31997 -164.024  0.445  0.011  0.007 
2M18054944-2538196          5.11014  -2.21567  -82.258 -0.430  0.269  0.232 
2M18054955-2859016          2.18372  -3.84344   -4.551 -0.423  0.056  0.066 
2M18054984-2921449          1.85227  -4.02805 -103.771  0.483  0.178 -0.007 
2M18055009-3659144         -4.87199  -7.69001  -90.165 -0.315  0.300  0.244 
2M18055038-3000348          1.28558  -4.34337   19.560 -0.089  0.238  0.191 
2M18055040-2056386          9.20970   0.07391   28.086  0.355  0.002  0.042 
2M18055065-2935591          1.64566  -4.14564 -115.488 -0.284  0.338  0.253 
2M18055087-2911352          2.00257  -3.94920   24.510  0.311 -0.003  0.005 
